Latitude,Longitude,Station Name,Station Status
40.769009,-73.988306,W 57 ST/10 AV,approaching
40.760051,-73.967052,E 57 ST/3 AV,approaching
40.778197,-73.985652,WEST END AV/W 69 ST,approaching
40.761264,-73.969931,E 57 ST/LEXINGTON AV,approaching
40.760104,-73.961613,E 60 ST/YORK AV,< 1 stop away
40.766393,-73.982106,W 57 ST/7 AV,< 1 stop away
